Name,Date,legal form,Industry,Country
"BürgerEnergiegenossenschaft Kurpfalz eG
b) Sitz,",26.10.2010,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Oberstadion eG
b) Sit",02.12.2009,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Neckarwestheim eG
b)",22.03.2011,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Mittlere Fils eG
b) S",21.02.2013,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Mietingen eG
b) Sitz,",03.08.2011,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft March eG
b) Sitz, Nie",08.02.2011,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Leibertingen eG
b) Si",18.01.2010,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Laupheim eG
b) Sitz,",28.11.2011,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Pfedelbach eG
b) Sitz",05.05.2010,Limited partnership,Energy,Germany
BürgerEnergiegenossenschaft Rotach-Schussen-Argen,08.10.2008,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Riss eG
b) Sitz, Nied",13.04.2010,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Raum Neuenstadt eG
b)",01.07.2009,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Riedlingen eG
b) Sitz",19.10.2010,Limited partnership,Energy,Germany
BürgerEnergiegenossenschaft Region Karlsruhe Ettl,22.05.2012,Limited partnership,Energy,Germany
BürgerEnergiegenossenschaft Region Wangen im Allg,04.12.2008,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Schelklingen eG
b) Si",28.09.2010,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Schemmerhofen eG
b) S",27.01.2010,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Sonne und Wind eG
b)",10.11.2010,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Schömberg eG
b) Sitz,",14.05.2012,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Sexau eG
b) Sitz, Nie",07.06.2010,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Teningen eG
b) Sitz,",03.12.2009,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Unteres Jagsttal eG
b",20.10.2016,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Voralb-Schurwald eG
b",16.07.2009,Limited partnership,Energy,Germany
BürgerEnergiegenossenschaft Uhldingen-Mühlhofen e,19.02.2013,Limited partnership,Energy,Germany
BürgerEnergiegenossenschaft Weilheim an der Teck,22.11.2010,Limited partnership,Energy,Germany
"BürgerEnergiegenossenschaft Weingarten eG
b) Sitz",18.06.2009,Limited partnership,Energy,Germany
"Bürgerenergie Kaiserstuhl eG - BEKA
b) Sitz, Nied",11.10.2012,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Aller-Ohre eG
b) Sitz",20.01.2023,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Altusried eG
b) Sitz,",17.02.2022,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft BENG eG
b) Sitz, Nied",01.04.2011,Limited partnership,Energy,Germany
"gabe des aktuellen Registerinhalts -
Abruf vom 16.",be des aktu,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Beckum eG
b) Sitz, Ni",28.10.2010,Limited partnership,Energy,Germany
Bürgerenergiegenossenschaft Gaukönigshofen eG (BE,03.04.2022,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Gusterath eG
b) Sitz,",09.04.2022,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Biberach eG
b) Sitz,",02.10.2012,Limited partnership,Energy,Germany
Bürgerenergiegenossenschaft Dörentrup-Wendlinghau,26.10.2017,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Handrup eG
b) Sitz, N",28.01.2017,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Scheeßel eG
b) Sitz,",haftsregist,Limited partnership,Energy,Germany
Bürgerenergiegenossenschaft Solarpark Vogtsburg e,01.03.2013,Limited partnership,Energy,Germany
Bürgerenergiegenossenschaft Sonnenland Illerich e,haftsregist,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Inselberg eG
b) Sitz,",30.08.2013,Limited partnership,Energy,Germany
"gabe des aktuellen Registerinhalts -
Abruf vom 16.",be des aktu,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Thüringer Becken eG
b",15.05.2023,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Vordere Alb eG
b) Sit",24.04.2009,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Wiesentheid eG
b) Sit",haftsregist,Limited partnership,Energy,Germany
"Bürgerenergiegenossenschaft Zellingen eG
b) Sitz,",16.09.2022,Limited partnership,Energy,Germany
Bürgerenergiegenossenschaft in der Gemeinde Apen,14.08.2008,Limited partnership,Energy,Germany
Bürgerenergiegenossenschaft in der Gemeinde Edewe,haftsregist,Limited partnership,Energy,Germany
Bürgerenergiegenossenschaft in der Stadt Marsberg,19.04.2011,Limited partnership,Energy,Germany
"DEnG Denzlinger BürgerEnergiegenossenschaft eG
b)",10.05.2011,Limited partnership,Energy,Germany
Energieland Kreis Steinfurt Bürgerenergiegenossen,20.12.2022,Limited partnership,Energy,Germany
"Sonnensegler Bürgerenergiegenossenschaft eG
b) Si",18.10.2021,Limited partnership,Energy,Germany
"UrStrom - BürgerEnergieGenossenschaft Mainz eG
b)",23.09.2012,Limited partnership,Energy,Germany
"Vital Real Immobilien Deutschland eG
b) Sitz, Nie",30.08.2013,Limited partnership,Energy,Germany
"WiSo-Bürgerenergiegenossenschaft eG
b) Sitz, Nied",01.04.2023,Limited partnership,Energy,Germany
"BürgerKraftwerke Hermaringen eG
b) Sitz, Niederla",15.03.2011,Limited partnership,Energy,Germany
"Weißachtal-Kraftwerke eG
b) Sitz, Niederlassung,",28.05.1919,Limited partnership,Energy,Germany
"
Erste Aurora eG
 
b)
Berlin
 
c)
Z","
Eingetrage",Limited partnership,Energy,Germany
"
""InterMar"" Energie-Handel Holdingg","
04.04.2002",Limited partnership,Energy,Germany
"
-EHA- Energie-Handels-Gesellschaft","
25.01.2002",Limited partnership,Energy,Germany
"
1. KfUb-Grüdungsfonds für Energie-","
22.04.2002",Limited partnership,Energy,Germany
"
1. Regenerative Energien GmbH & Co","
03.05.2011",Limited partnership,Energy,Germany
"
2. Regenerative Energien GmbH & Co","
14.06.2011",Limited partnership,Energy,Germany
"
2K-BioEnergie GmbH & Co.KG
 
b)
Bo","
31.05.2011",Limited partnership,Energy,Germany
"
3. Regenerative Energien GmbH & Co","
14.06.2011",Limited partnership,Energy,Germany
"
3 B Energie GmbH & Co. KG
b)
Wedem","
10.03.2011",Limited partnership,Energy,Germany
"
3B Energie GmbH & Co. KG
b)
Bad Be","
24.02.2011",Limited partnership,Energy,Germany
"
A+C Dorfmeister Energie KG
b)
Nied","
30.11.2010",Limited partnership,Energy,Germany
"
A.EN eco-energies & Co. KG
b)
Lemw","
16.12.2010",Limited partnership,Energy,Germany
"
A.H. Energie GmbH & Co. KG
b)
Aden","
15.11.2006",Limited partnership,Energy,Germany
"
A.M. Regenerative Energien KG
b)
R","
31.03.2006",Limited partnership,Energy,Germany
"
ABASA Neue Energien GmbH &
Co. KG
","
07.01.2010",Limited partnership,Energy,Germany
"
ADDIO Blue & Green Energy GmbH & C","
13.04.2011",Limited partnership,Energy,Germany
"
AE Alternative Energie GmbH & Co.K","
04.09.2006",Limited partnership,Energy,Germany
"
AEF Alternatives Energie Forum OHG","
23.02.2007",Limited partnership,Energy,Germany
"
AEM Additive Energie Monning GmbH ","
24.08.2004",Limited partnership,Energy,Germany
"
AEV Energien GmbH & Co. KG
b)
Helb","
06.03.2007",Limited partnership,Energy,Germany
"
AGM Energie GmbH & Co. KG
b)
Beiln","
16.12.2009",Limited partnership,Energy,Germany
"
AGRAR ENERGIEN SOTTRUM GmbH & Co.
","
09.07.2007",Limited partnership,Energy,Germany
"
AHI Energie KG
 
b)
Bremen
 ","
13.09.2005",Limited partnership,Energy,Germany
"
ALP - Energie UG (haftungsbeschrän","
27.06.2011",Limited partnership,Energy,Germany
"
ANRA Energie GmbH & Co. KG
b)
Hamb","
13.10.2010",Limited partnership,Energy,Germany
"
AP Energie GmbH & Co. KG
b)
Altman","
26.08.2011",Limited partnership,Energy,Germany
"
ASEW Energie und Umwelt Service Gm","
17.08.2001",Limited partnership,Energy,Germany
"
ARTOR Energie GmbH & Co. KG
b)
Sit","
04.11.2009",Limited partnership,Energy,Germany
"
APR Energie GmbH & Co. KG
b)
Eheki","
31.08.2009",Limited partnership,Energy,Germany
"
ASS Solar Energie UG (haftungsbesc","
30.12.2009",Limited partnership,Energy,Germany
"
ASVK Erste Energie GmbH &
Co. KG
 ","
06.10.2009",Limited partnership,Energy,Germany
"
AU Energie GmbH & Co.KG
 
b)
Witts","
17.06.2011",Limited partnership,Energy,Germany
"
AdvaTec Energy Limited & Co. KG
b)","
02.02.2007",Limited partnership,Energy,Germany
"
Agrar Energie Haar UG (haftungsbes","
11.03.2010",Limited partnership,Energy,Germany
"
Agrar Energie Gesellschaft Techent","
22.05.2006",Limited partnership,Energy,Germany
"
Agrar Energie Bostel GmbH & Co. KG","
02.11.2005",Limited partnership,Energy,Germany
"
Agrar Energie Vethkampen GmbH & Co","
18.07.2006",Limited partnership,Energy,Germany
"
Agrar Energien Sottrum II GmbH & C","
09.11.2009",Limited partnership,Energy,Germany
"
Agrar-Energie Allhusen GmbH & Co. ","
14.09.2009",Limited partnership,Energy,Germany
"
Agrar-Energie Bodenfelde GmbH & Co","
07.01.2011",Limited partnership,Energy,Germany
"
Agrar-Energie GmbH & Co KG
b)
Emme","
02.12.2005",Limited partnership,Energy,Germany
"
Agrar-Energie Illertal GmbH & Co. ","
17.08.2006",Limited partnership,Energy,Germany
"
Agrar-Energie Obernhausen GmbH & C","
18.07.2006",Limited partnership,Energy,Germany
"
Agrar-Energie-Gesellschaft mbH & C","
29.07.2004",Limited partnership,Energy,Germany
"
AgrarEnergie Bernartz GmbH & Co. K","
04.12.2007",Limited partnership,Energy,Germany
"
AgrarEnergie Lauenstein GmbH & Co.","
08.06.2006",Limited partnership,Energy,Germany
"
AgrarEnergie Joos UG (haftungsbesc","
02.11.2010",Limited partnership,Energy,Germany
"
AgrarEnergie Hauneck-Bodes GmbH & ","
19.10.2011",Limited partnership,Energy,Germany
"
AgrarEnergie Götzberg GmbH &
Co. K","
10.11.2006",Limited partnership,Energy,Germany
"
AgrarEnergie Wnuck GmbH & Co. KG
b","
14.06.2010",Limited partnership,Energy,Germany
"
Agro Energie Hohenlohe GmbH & Co. ","
20.08.2007",Limited partnership,Energy,Germany
"
Agro Energie Giesen GmbH & Co. KG
","
19.01.2010",Limited partnership,Energy,Germany
"
Agrarenergie Sersheim GmbH & Co. K","
03.02.2011",Limited partnership,Energy,Germany
"
Agro-Energie GmbH & Co. KG
b)
Stem","
27.07.2011",Limited partnership,Energy,Germany
"
Agro-Energie-Brennhof GmbH & Co. K","
21.07.2010",Limited partnership,Energy,Germany
"
AgroEnergie Bierde GmbH & Co. KG
b","
18.07.2006",Limited partnership,Energy,Germany
"
ABB Energie GmbH & Co. KG
b)
Oster","
30.07.2009",Limited partnership,Energy,Germany
"
Alternative Energien Wesertal GmbH","
08.06.2006",Limited partnership,Energy,Germany
"
Alternative Energien Schmidbauer G","
27.12.2010",Limited partnership,Energy,Germany
"
Alternative Energie Kroppacher Sch","
12.07.2005",Limited partnership,Energy,Germany
"
Alternativ Energien Elenenhof
KG
 ","
29.09.2011",Limited partnership,Energy,Germany
"
3. Vorrat C4 Energie GmbH &
Co. KG","
13.09.2007",Limited partnership,Energy,Germany
"
Alfstedter Energie GmbH & Co. KG
b","
27.02.2006",Limited partnership,Energy,Germany
"
Angermann Energie GmbH & Co. KG
b)","
17.08.2006",Limited partnership,Energy,Germany
"
Windpark Beckum-Elker GmbH & Co.KG","
26.06.2006",Limited partnership,Energy,Germany
"
BEBE Bürger Energie Bad Endorf Gmb","
04.03.2010",Limited partnership,Energy,Germany
"
BEB Bio Energie Brookweg GmbH & Co","
27.08.2008",Limited partnership,Energy,Germany
"
BEB Bio Energie Bamberg GmbH & Co.","
26.05.2004",Limited partnership,Energy,Germany
"
BBE Blumendorf Bio-Energie
GmbH & ", Hans-Walte,Limited partnership,Energy,Germany
"
Aring Energie und Wärme GmbH & Co.","
11.12.2009",Limited partnership,Energy,Germany
"
B&B Solar Energie Invest GmbH & Co","
18.10.2006",Limited partnership,Energy,Germany
"
B&C Energie GmbH & Co.KG
b)
Paderb","
11.07.2011",Limited partnership,Energy,Germany
"
B & B Energie GmbH & Co. KG
b)
Dei","
23.04.2009",Limited partnership,Energy,Germany
"
BEE Bio Energie Entrup GmbH & Co. ","
09.08.2005",Limited partnership,Energy,Germany
"
BEH Bio-Energie Heede GmbH & Co. K","
29.08.2006",Limited partnership,Energy,Germany
"
BMR Neue Energien GmbH & Co. KG
b)","
20.11.2002",Limited partnership,Energy,Germany
"
BIO ENERGIE LUHETAL GmbH & Co. KG
","
27.12.2005",Limited partnership,Energy,Germany
"
BIO ENERGIE BRAKEL GmbH & Co. KG
b","
03.11.2003",Limited partnership,Energy,Germany
"
BHZ GmbH & Co. KG - Bau- und
Handw","
15.11.2006",Limited partnership,Energy,Germany
"
BERD Bio Energie Rüskenweg Dörpen ","
22.09.2010",Limited partnership,Energy,Germany
"
BEV BioEnergie GmbH & Co.
Vierte B","
13.09.2005",Limited partnership,Energy,Germany
"
BN-Energie GmbH & Co. KG
b)
Twistr","
29.10.2010",Limited partnership,Energy,Germany
"
BOB Energie GmbH & Co. KG
b)
Kolit","
17.10.2011",Limited partnership,Energy,Germany
"
BRE Bost Regenerative Energien Gmb","
09.03.2006",Limited partnership,Energy,Germany
"
Banning GmbH & Co Neue Energien KG","
23.07.2001",Limited partnership,Energy,Germany
"
Barlach Energie GmbH & Co. KG
b)
P","
15.07.2010",Limited partnership,Energy,Germany
"
Barler Energie GmbH & Co. KG
b)
Ra","
06.10.2009",Limited partnership,Energy,Germany
"
Bauer Energie KG
b)
Öhringen","
19.07.2007",Limited partnership,Energy,Germany
"
Bauer Holzenergie GmbH u. Co. KG
b","
31.10.2007",Limited partnership,Energy,Germany
"
B+R Projektfinanzierungs-GmbH & Co","
11.07.2011",Limited partnership,Energy,Germany
"
Becker Energie GmbH & Co. KG
b)
Ro","
24.03.2011",Limited partnership,Energy,Germany
"
BeelEnergie GmbH & Co. KG
b)
Herzl","
12.05.2009",Limited partnership,Energy,Germany
"
Beelmann Energie GmbH & Co. KG
b)
","
29.06.2009",Limited partnership,Energy,Germany
"
Beer GmbH & Co. Mineralöl-Vertrieb","
28.05.2002",Limited partnership,Energy,Germany
"
Beeren Energie GmbH & Co. KG
b)
Ne","
27.09.2005",Limited partnership,Energy,Germany
"
Behnes Öko Energie GmbH & Co. KG
b","
28.06.2011",Limited partnership,Energy,Germany
"
Bernd Uffelmann Bio-Energie KG
b)
","
18.08.2006",Limited partnership,Energy,Germany
"
Bernhard Kree Kohlenhandlung und
T","
18.12.2009",Limited partnership,Energy,Germany
"
Beuke Energie GmbH & Co. KG
b)
Twi","
26.05.2010",Limited partnership,Energy,Germany
"
BfZ-Energie und Betriebs- GmbH & C","
20.09.2005",Limited partnership,Energy,Germany
"
Bischofberger Bioenergie GmbH & Co","
18.10.2010",Limited partnership,Energy,Germany
"
Bio Energie Belum GmbH & Co. KG
b)","
25.01.2011",Limited partnership,Energy,Germany
"
Bio Energie Brual GmbH & Co. KG
b)","
27.06.2011",Limited partnership,Energy,Germany
"
Bio Energie Bunstruth GmbH & Co. K","
Jeder pers",Limited partnership,Energy,Germany
"
Bio Energie ErWo GmbH & Co. KG
b)
","
18.04.2007",Limited partnership,Energy,Germany
"
Bio Energie Hofgut Räder GmbH & Co","
28.07.2008",Limited partnership,Energy,Germany
"
Bio Energie Schwabendorf GmbH & Co","
07.11.2010",Limited partnership,Energy,Germany
"
Bio Energie Siemen GmbH & Co. KG
b","
22.09.2010",Limited partnership,Energy,Germany
"
Bio Energie Steinbeck GmbH & Co. K","
12.04.2005",Limited partnership,Energy,Germany
"
Bio Energie Wiesen GmbH & Co. KG
b","
26.04.2011",Limited partnership,Energy,Germany
"
Bio Energy Kochendorf GmbH & Co. K","
14.06.2010",Limited partnership,Energy,Germany
"
Bio- Energie Eilers GmbH & Co. KG
","
22.02.2011",Limited partnership,Energy,Germany
"
Bio-Energie Bad Windsheim GmbH & C","
04.07.2005",Limited partnership,Energy,Germany
"
Bio-Energie Bieste GmbH & Co KG
b)","
12.10.2005",Limited partnership,Energy,Germany
"
Bio-Energie Derboven GmbH & Co KG
","
19.01.2009",Limited partnership,Energy,Germany
"
Bio-Energie Eimke GmbH und Co. KG
","
11.01.2006",Limited partnership,Energy,Germany
"
Bio-Energie Gavendorf GmbH & Co. K","
01.11.2010",Limited partnership,Energy,Germany
"
Bio-Energie GmbH & Co. KG
b)
Groß ","
19.01.2006",Limited partnership,Energy,Germany
"
Bio-Energie Großheide GmbH & Co. K","
08.03.2006",Limited partnership,Energy,Germany
"
Bio-Energie Heuberg GmbH & Co. KG
","
21.12.2006",Limited partnership,Energy,Germany
"
Bio-Energie Hoheneggelsen GmbH & C","
19.09.2006",Limited partnership,Energy,Germany
"
Bio Energie Issum GmbH & Co KG
b)
","
21.09.2011",Limited partnership,Energy,Germany
"
Bio-Energie Klein Hehlen GmbH & Co","
22.06.2007",Limited partnership,Energy,Germany
"
Bio-Energie Marhorst GmbH & Co. KG","
10.08.2006",Limited partnership,Energy,Germany
"
Bio-Energie Neuhaus GmbH & Co. KG
","
13.04.2010",Limited partnership,Energy,Germany
"
Bio-Energie Neunstadt GmbH u. Co. ","
19.02.2010",Limited partnership,Energy,Germany
"
Bio-Energie Nindorf GmbH & Co. KG
","
20.11.2007",Limited partnership,Energy,Germany
"
Bio-Energie Söhlde GmbH & Co. KG
b","
13.04.2006",Limited partnership,Energy,Germany
"
Bio-Energie Tülau GmbH & Co. KG
b)","
18.01.2006",Limited partnership,Energy,Germany
"
Bio-Energie Wüseke GmbH & Co. KG
b","
17.05.2010",Limited partnership,Energy,Germany
"
Bio-Energie-Bornhof GmbH & Co.KG
b","
18.09.2006",Limited partnership,Energy,Germany
"
Bio-Energie-Elze GmbH & Co.KG
b)
D","
11.09.2007",Limited partnership,Energy,Germany
"
Bio-Energie-Kortenberken GmbH & Co","
07.04.2009",Limited partnership,Energy,Germany
"
BioENERGIE Nordleda KG
b)
Nordleda","
11.11.2011",Limited partnership,Energy,Germany
"
BioEffektiv Heizkraft II GmbH & Co","
25.11.2009",Limited partnership,Energy,Germany
"
BioEnergie ALGERMISSEN GmbH & Co. ","
22.12.2005",Limited partnership,Energy,Germany
"
BioEnergie Allgäu GmbH & Co. KG
b)","
28.12.2007",Limited partnership,Energy,Germany
"
BioEnergie Am Kirchweg GmbH & Co.K","
09.03.2010",Limited partnership,Energy,Germany
"
BioEnergie Ankum GmbH & Co. KG
b)
","
19.12.2006",Limited partnership,Energy,Germany
"
BioEnergie Bad Gandersheim GmbH & ","
27.02.2009",Limited partnership,Energy,Germany
"
BioEnergie Fuchsberg GmbH & Co. KG","
18.07.2011",Limited partnership,Energy,Germany
"
BioEnergie Gelchsheim GmbH & Co. K","
19.12.2006",Limited partnership,Energy,Germany
"
BioEnergie GmbH & Co. KG
b)
Waldmü","
15.06.2005",Limited partnership,Energy,Germany
"
BioEnergie Kaiser GmbH & Co. KG
b)","
17.05.2010",Limited partnership,Energy,Germany
"
BioEnergie Südpfalz GmbH & Co. KG
","
26.01.2006",Limited partnership,Energy,Germany
"
BioEnergiePark Oberwinden GmbH & C","
31.05.2006",Limited partnership,Energy,Germany
"
BioEnergieXanten GmbH & Co. KG
b)
","
22.05.2007",Limited partnership,Energy,Germany
"
Bioenergie Eichhalde GmbH + Co. KG","
29.07.2010",Limited partnership,Energy,Germany
"
Bioenergie Ertingen GmbH & Co KG
b","
23.05.2007",Limited partnership,Energy,Germany
"
Bioenergie Forner GmbH & Co. KG
b)","
04.02.2010",Limited partnership,Energy,Germany
"
Bioenergie Harald Gramm GmbH & Co.","
18.05.2010",Limited partnership,Energy,Germany
"
Bioenergie Laupheim GmbH & Co. KG
"," Firma
b) S",Limited partnership,Energy,Germany
"
Bioenergie Mönch GmbH & Co. KG
b)
","
02.09.2010",Limited partnership,Energy,Germany
"
Bioenergie Nieß GmbH & Co. KG
b)
S","
14.09.2010",Limited partnership,Energy,Germany
"
Bioenergie Wolfegg GmbH & Co. KG
b","
20.10.2011",Limited partnership,Energy,Germany
"
Bioenergie-Schenk GmbH + Co. KG
b)","
05.01.2007",Limited partnership,Energy,Germany
"
Biomasse Energie Gesellschaft Altd","
21.05.2002",Limited partnership,Energy,Germany
"
Biomasse Energie Gesellschaft Roth","
21.05.2002",Limited partnership,Energy,Germany
"
Block Energie GmbH & Co. KG
b)
War","
31.01.2011",Limited partnership,Energy,Germany
"
Blümel regenerative Energien GmbH ","
25.11.2003",Limited partnership,Energy,Germany
"
Bolte-Bio-Energie GmbH & Co.KG.
b)","
12.12.2008",Limited partnership,Energy,Germany
"
Bonnes Affaires Gehbauer Lecolle
r","
21.12.2009",Limited partnership,Energy,Germany
"
Boven Energie Haren GmbH & Co. KG
","
25.08.2006",Limited partnership,Energy,Germany
"
Brader Regenerative Energie GmbH &","
25.01.2006",Limited partnership,Energy,Germany
"
Brauer-Team Energie GmbH & Co. KG
","
15.02.2011",Limited partnership,Energy,Germany
"
Brockmann Neue Energien GmbH & Co.","
22.01.2009",Limited partnership,Energy,Germany
"
Brockmann Wind Energie GmbH & Co. ","
22.01.2009",Limited partnership,Energy,Germany
"
Brummernhenrich Regenerative Energ","
23.12.2003",Limited partnership,Energy,Germany
"
Buck Energie GmbH & Co. KG
b)
Brem","
17.02.2011",Limited partnership,Energy,Germany
"
Burkhardt-Energie GmbH & Co. KG
b)","
12.08.2009",Limited partnership,Energy,Germany
"
Busch Energie KG
b)
Kemnath
Geschä","
27.04.2011",Limited partnership,Energy,Germany
"
Busse Energie KG
b)
Visbek","
29.11.2006",Limited partnership,Energy,Germany
"
Agrar Bäbelin KG
b)
Dobbin-Linstow","
13.06.2007",Limited partnership,Energy,Germany
"
Böing GmbH & Co. Nachhaltige Energ","
16.12.2008",Limited partnership,Energy,Germany
"
Börde-Energie-GmbH & Co. KG
b)
War","
02.04.2008",Limited partnership,Energy,Germany
"
Böttcher Energie GmbH & Co. KG
b)
","
26.11.2003",Limited partnership,Energy,Germany
"
Bürger-Energie-Böttingen GmbH & Co","
15.06.2011",Limited partnership,Energy,Germany
"
Bürgers Energie GmbH & Co. KG
b)
M","
12.07.2010",Limited partnership,Energy,Germany
"
C. und T. Müller Energie GmbH & Co","
19.09.2006",Limited partnership,Energy,Germany
"
CHECK24 Vergleichsportal Energie B","
25.11.2008",Limited partnership,Energy,Germany
"
CONPOWER Energie GmbH & Co. KG
b)
","
18.02.2009",Limited partnership,Energy,Germany
"
CW-Energie - GmbH & Co. Solarstrom","
12.12.2008",Limited partnership,Energy,Germany
"
CW-Energie GmbH & Co. Solarstrom 2","
16.12.2009",Limited partnership,Energy,Germany
"
CleGe Energie GmbH & Co. KG
b)
Söh","
22.12.2005",Limited partnership,Energy,Germany
"
Consensus ENERGIE KG
b)
Siegen
Ges","
04.10.2011",Limited partnership,Energy,Germany
"
Cord Börger Wärme und Energie KG
b","
14.05.2009",Limited partnership,Energy,Germany
"
DETEC Deutsche Energie- und Umwelt","
26.11.2002",Limited partnership,Energy,Germany
"
DW Energie GmbH & Co. KG
b)
Wester","
10.11.2008",Limited partnership,Energy,Germany
"
DW-Energie GmbH & Co. KG
b)
Altman","
15.05.2008",Limited partnership,Energy,Germany
"
Daffner Energie GmbH & Co. KG
b)
N","
25.07.2007",Limited partnership,Energy,Germany
"
Dannen Energie GmbH & Co. KG
b)
Le","
29.03.2010",Limited partnership,Energy,Germany
"
David Energies GmbH & Co. KG
b)
Ha","
10.08.2007",Limited partnership,Energy,Germany
"
Debus Energie- und Gebäudetechnik ","
10.02.2011",Limited partnership,Energy,Germany
"
Deglmann Energie GmbH & Co. KG
b)
","
06.08.2003",Limited partnership,Energy,Germany
"
Delta Energie GmbH & Co. KG
b)
Han","
13.09.2010",Limited partnership,Energy,Germany
"
Desenberg Energie GmbH & Co. KG
b)","
07.03.2008",Limited partnership,Energy,Germany
"
Dezentrale Energie Anlagen GmbH & ","
27.06.2006",Limited partnership,Energy,Germany
"
Dezentrale Energie Anlagen GmbH & ","
27.06.2006",Limited partnership,Energy,Germany
"
Dezentrale Energie Anlagen GmbH & ","
27.06.2006",Limited partnership,Energy,Germany
"
Dezentrale Energie Anlagen zweite ","
28.06.2006",Limited partnership,Energy,Germany
"
Dezentrale Energie Anlagen zweite ","
28.06.2006",Limited partnership,Energy,Germany
"
Dezentrale Energie Anlagen zweite ","
27.06.2006",Limited partnership,Energy,Germany
"
Dezentrale Energie Anlagen zweite ","
28.06.2006",Limited partnership,Energy,Germany
"
Dezentrale Energie Anlagen zweite ","
27.06.2006",Limited partnership,Energy,Germany
"
Dezentrale Energie Anlagen zweite ","
28.06.2006",Limited partnership,Energy,Germany
"
Dezentrale Energie Anlagen zweite ","
28.06.2006",Limited partnership,Energy,Germany
"
DIEHL Umwelttechnik GmbH & Co
Komm","
08.08.2003",Limited partnership,Energy,Germany
"
Dipl.Ing. Lorenz SolarEnergie GmbH","
08.12.2010",Limited partnership,Energy,Germany
"
Dobnig Solaranlage Dingden GmbH & ","
05.01.2010",Limited partnership,Energy,Germany
"
Dollart Energie GmbH & Co. KG
b)
B","
06.10.2011",Limited partnership,Energy,Germany
"
Donoper Bio Energie GmbH & Co. KG
","
29.11.2010",Limited partnership,Energy,Germany
"
Dr. Backes GmbH & Co. Energie KG
b","
18.12.2007",Limited partnership,Energy,Germany
"
Dr. K. Wimmer Energie UG
(haftungs","
21.03.2011",Limited partnership,Energy,Germany
"
Dr. Markus Rauch GmbH & Co. Energi","
05.12.2007",Limited partnership,Energy,Germany
"
Dr. Terhorst neue Energien GmbH & ","
03.12.2007",Limited partnership,Energy,Germany
"
Dr.Terhorst regenerative Energien ","
29.08.2008",Limited partnership,Energy,Germany
"
Dritte Energie-Windpark Islek GmbH","
23.12.2009",Limited partnership,Energy,Germany
"
Dünenfähr Energie GmbH & Co KG
b)
","
28.01.2011",Limited partnership,Energy,Germany
"
Dürr & Feil GmbH & Co. KG Gebäude-","
22.06.2006",Limited partnership,Energy,Germany
"
E & D Energie- und Dienstleistungs","
08.05.2002",Limited partnership,Energy,Germany
"
E & W Energie und Medien GmbH & Co","
08.09.2010",Limited partnership,Energy,Germany
"
E + K Solar Energie Invest GmbH & ","
04.11.2011",Limited partnership,Energy,Germany
"
E&G Energie GmbH & Co. KG
b)
Vecht","
05.11.2009",Limited partnership,Energy,Germany
"
E.Quadrat GmbH & Co. Projekt- und
","
09.01.2009",Limited partnership,Energy,Germany
"
E.R.D. Energie GmbH & Co. KG
b)
So","
18.01.2006",Limited partnership,Energy,Germany
"
EAS Energie und
Abrechnungsservice","
10.01.2005",Limited partnership,Energy,Germany
"
EAS Energie-Abrechnung Service KG
","
15.11.2006",Limited partnership,Energy,Germany
"
ECB Gesellschaft zur Optimierung d","
20.12.2010",Limited partnership,Energy,Germany
"
ECBA Wi-Energie GmbH & Co. KG
b)
N","
26.06.2008",Limited partnership,Energy,Germany
"
EES Erneuerbare Energie Schalkstet","
22.03.2006",Limited partnership,Energy,Germany
