CVR-nummer/REG-nummer,Startdato,Ophørsdato,Navn,Adresse,Postnr.,By,Virksomhedsform,Hovedbranche,Telefonnr,Email,Reklamebeskyttet
31322677,2008-01-01,,Stüdenitz 19 I/S,Holmevej 1 - 5683 Haarby,5683,Haarby,Interessentskab,351100 Produktion af elektricitet,30111154,la@dinpar.dk,Ja
34640661,2012-07-01,,Abildå Vindkraft I/S,"C/O Poul Blæsbjerg Nielsen, C/O Poul Blæsbjerg Nielsen - Timringvej 16 - 7480 Vildbjerg",7480,Vildbjerg,Interessentskab,351100 Produktion af elektricitet,97384122,vjtas@mail.dk,Nej
31194296,2007-02-16,,Katzenberg 3 I/S,Over Vrøndingvej 47 - 8700 Horsens,8700,Horsens,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
34155054,2011-05-01,,I/S Güntherdorf,"C/O Ecopartner ApS, C/O Ecopartner ApS - Egå Havvej 21 - 8250 Egå",8250,Egå,Interessentskab,351100 Produktion af elektricitet,86226200,angela.beck@greenwindgroup.dk,Ja
34257795,2012-08-01,,Aasted Vindkraft I/S,Østergårdsvej 4 - 7870 Roslev,7870,Roslev,Interessentskab,351100 Produktion af elektricitet,97595050,helisby@gmail.com,Ja
27156444,2003-04-01,,Tysk Vind I/S,Bakkedalvej 10 - Borregård - 7790 Thyholm,7790,Thyholm,Interessentskab,351100 Produktion af elektricitet,97878053,Nyodgaard@pc.dk,Nej
17921088,1994-06-01,,Lillearmose I/S,Højrisvej 23 - Rom - 7620 Lemvig,7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,,,Ja
34007993,2012-01-15,,Ausumgaard Vindmøllelaug I/S,"C/O Karlshøj, C/O Karlshøj - Holstebrovej 101 - Vejrum - 7560 Hjerm",7560,Hjerm,Interessentskab,351100 Produktion af elektricitet,97464411,kristian@ausumgaard.dk,Ja
25067363,1999-11-06,,Moutrup Vindkraft II I/S,"C/O Jens Overgaard, C/O Jens Overgaard - Tingstedvej 15 - Ørding - 7990 Øster Assels",7990,Øster Assels,Interessentskab,351100 Produktion af elektricitet,97766031,jensl@mail.dk,Nej
36618000,2015-07-01,,Stenbrogård Vindmølle I/S,"C/O Niels Blem Sørensen, C/O Niels Blem Sørensen - Knudsbølvej 36 - 6064 Jordrup",6064,Jordrup,Interessentskab,351100 Produktion af elektricitet,21613344,stenbrogaard@mail.tele.dk,Ja
38195387,2016-11-01,,Bjerregaard & Christiansen I/S,Ulstedvej 1 - 7760 Hurup Thy,7760,Hurup Thy,Interessentskab,351100 Produktion af elektricitet,,li73hu@hotmail.com,Ja
41083034,2020-01-16,,Fæsted-Mølle I/S,"C/O Lars Christensen, C/O Lars Christensen - Asbogårdvej 3 - 6622 Bække",6622,Bække,Interessentskab,351100 Produktion af elektricitet,,h-anlaeg@pc.dk,Ja
31400929,2007-01-01,,Stüdenitz 17 I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
34559058,2012-06-11,,Aagaard Vindmøllelaug I/S,Slibestenen 16 - 4281 Gørlev,4281,Gørlev,Interessentskab,351100 Produktion af elektricitet,58855224,,Ja
26847842,2002-10-22,,"Selde Møllelaug I/S v/Lene Amby, Lisbeth Amby og Annette Amby Damgaard",Vester Birk 34 - 6900 Skjern,6900,Skjern,Interessentskab,351100 Produktion af elektricitet,,aa@windwise.dk,Ja
41726024,2020-10-01,,I/S BLOWWIND,Applebys Plads 27 - 5. th - 1411 København K,1411,København K,Interessentskab,351100 Produktion af elektricitet,29743528,heinline@yahoo.com,Ja
26858666,2002-10-28,,I/S Møller Pedersen,Hedegårdsvej 11 - Svankjær - 7755 Bedsted Thy,7755,Bedsted Thy,Interessentskab,351100 Produktion af elektricitet,,,Nej
32631495,2009-12-01,,Winvest I/S,"C/O Jan T. Olesen, C/O Jan T. Olesen - Havnevej 28A - 7790 Thyholm",7790,Thyholm,Interessentskab,351100 Produktion af elektricitet,96780044,jano@mail.dk,Ja
35921419,2014-06-19,,Volder Vindkraft I/S,"C/O Jens Chresten Nielsen, C/O Jens Chresten Nielsen - Sundsdahlvej 16 - 7620 Lemvig",7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,,poul.harpoth@nordea.dk,Ja
26135362,2001-05-31,,Milbak Møllelaug XII I/S,"C/O Hans P Dueholm, C/O Hans P Dueholm - Betulavej 32 - 3200 Helsinge",3200,Helsinge,Interessentskab,351100 Produktion af elektricitet,42504269,hpdueholm@gmail.com,Ja
25645405,2000-09-21,,Nibe & Nyrup Vindmøllelaug I/S,"C/O Jens Madsen, C/O Jens Madsen - Vibevej 20 - 9000 Aalborg",9000,Aalborg,Interessentskab,351100 Produktion af elektricitet,,,Nej
25114191,1999-12-01,,Gårdbo II Møllelaug I/S,"C/O Ove Rasmussen, C/O Ove Rasmussen - Skovsgårdvej 9 - Skovsgård - 9500 Hobro",9500,Hobro,Interessentskab,351100 Produktion af elektricitet,,,Nej
31395682,2008-01-01,,Wangenheim-Hochheim WH 19 I/S,"C/O Momentum Gruppen A/S, C/O Momentum Gruppen A/S - Københavnsvej 81 - 4000 Roskilde",4000,Roskilde,Interessentskab,351100 Produktion af elektricitet,,,Ja
27697666,2004-04-01,,HJ-Wind I/S,Fåborgvej 35 - 8940 Randers SV,8940,Randers SV,Interessentskab,351100 Produktion af elektricitet,,jt@hjwind.dk,Ja
32920802,2009-01-01,,Windpark Bückwitz Møllelaug B3 I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
25364961,2000-04-01,,Vangkær Erhvervsmøllelaug I/S,"C/O Leif Stiholt, C/O Leif Stiholt - Knudsejevej 4 - 9352 Dybvad",9352,Dybvad,Interessentskab,351100 Produktion af elektricitet,96893040,,Nej
44725282,2024-03-26,,C&K Gårddrift I/S,Ågårdsholmvej 1 - 7870 Roslev,7870,Roslev,Interessentskab,351100 Produktion af elektricitet,88888888,claus-hh@hotmail.com,Ja
26919347,2002-10-01,,Langeland Møllelaug I/S,"C/O Jørgen Langemose Jensen, C/O Jørgen Langemose Jensen - Kværnen 13 - 5900 Rudkøbing",5900,Rudkøbing,Interessentskab,351100 Produktion af elektricitet,23324317,,Nej
37688886,2016-05-12,,Rødby Fjord Vindkraft mølle 3 I/S,"C/O Søren Nymand Skaaning, C/O Søren Nymand Skaaning - Bursøvej 24 - 4930 Maribo",4930,Maribo,Interessentskab,351100 Produktion af elektricitet,,soerenns@hotmail.dk,Ja
31340861,2008-01-01,,Stüdenitz 28 I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
25440382,2000-05-11,,Vimpelvang Vindmøllelaug I/S,Hvenemosevej 17 - 5874 Hesselager,5874,Hesselager,Interessentskab,351100 Produktion af elektricitet,,,Nej
31194350,2007-01-19,,Elsterheide 4 I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
31649935,2008-01-01,,Elsterheide 8 I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
31323959,2008-01-01,,Dienstweiler I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
31340934,2008-01-01,,Stüdenitz Rødding I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
35361413,2013-02-01,,Mikael Fenger & Else Wienberg I/S,Rosvangvej 48 - 7700 Thisted,7700,Thisted,Interessentskab,351100 Produktion af elektricitet,,elsewienberg@hotmail.com,Ja
25813596,2000-10-01,,Anders og Peter Gad I/S,Gånsagervej 24 - Vodder - 6780 Skærbæk,6780,Skærbæk,Interessentskab,351100 Produktion af elektricitet,74757447,,Nej
39298929,2017-12-11,,Lønborg Hede II I/S,"C/O Best Energy A/S, C/O Best Energy A/S - Heimdalsvej 22T - 7200 Grindsted",7200,Grindsted,Interessentskab,351100 Produktion af elektricitet,76720076,best@best-energy.dk,Nej
36175303,2014-10-28,,Allestrupgård Vindkraft I/S,"C/O Revisionsfirmaet Ole Vestergaard, C/O Revisionsfirmaet Ole Vestergaard - Bakkevænget 16 - 8990 Fårup",8990,Fårup,Interessentskab,351100 Produktion af elektricitet,,dhp@olv.dk,Ja
25659864,2000-09-30,,Bromark Ny Vindmøllelaug I/S,"C/O Arne Segerstrøm, C/O Arne Segerstrøm - Ørsnæsvej 4 - 9240 Nibe",9240,Nibe,Interessentskab,351100 Produktion af elektricitet,24250218,arne@segerstrom.dk,Nej
26756227,2002-08-15,,Stenderup-Krogager Vindmøllelaug I/S,"C/O Ejvind Dahl, C/O Ejvind Dahl - Engdraget 16 - 7490 Aulum",7490,Aulum,Interessentskab,351100 Produktion af elektricitet,23844005,ejvind@dahl.mail.dk,Ja
21327492,1998-12-04,,LØKKEMARKENS MØLLELAUG I/S,"C/O Frank Vilhelmsen, C/O Frank Vilhelmsen - Illumøvej 2 - 5600 Faaborg",5600,Faaborg,Interessentskab,351100 Produktion af elektricitet,,frank@vilhelmsen.dk,Nej
34032521,2011-12-15,,Lønborg Hede Vindkraft I/S,"C/O Kjeld Møgelgaard Nielsen, C/O Kjeld Møgelgaard Nielsen - Møgelgårdvej 3 - 6893 Hemmet",6893,Hemmet,Interessentskab,351100 Produktion af elektricitet,20715377,kmn@tingheden.dk,Nej
33992505,2011-10-01,,Bølå Vindkraft I/S,"C/O Ole Gundesen, C/O Ole Gundesen - Sofiedalvej 53 - 6330 Padborg",6330,Padborg,Interessentskab,351100 Produktion af elektricitet,74676652,bolavindkraft@bbsyd.dk,Ja
15577096,1991-11-01,,THYHOLM MØLLELAUG I/S,"C/O Anders Foldbjerg Gravesen, C/O Anders Foldbjerg Gravesen - Bøgevej 3 - 7600 Struer",7600,Struer,Interessentskab,351100 Produktion af elektricitet,,gravesen@webspeed.dk,Nej
30620992,2007-06-12,,Krogsgaard Vindkraft I/S,"C/O Carsten Krogsgaard, C/O Carsten Krogsgaard - Helligsøvej 66 - 7760 Hurup Thy",7760,Hurup Thy,Interessentskab,351100 Produktion af elektricitet,97956162,dorthe@nv-online.dk,Nej
25119371,2000-06-15,,Nørrelandet Erhvervsmøllelaug I/S V/Vagn Jespersen,Barslundvej 7 - Karstoft - 6933 Kibæk,6933,Kibæk,Interessentskab,351100 Produktion af elektricitet,75345177,,Nej
35494758,2013-11-12,,Nørhede - Hjortmose Vind 5 I/S,M Erichsens Vej 2C - 6950 Ringkøbing,6950,Ringkøbing,Interessentskab,351100 Produktion af elektricitet,97341722,ha@noe-kirkegaard.dk,Ja
37813745,2016-03-09,,Vindmøllen Vust Holme I/S v/Karen Toft Grawbovski og Sine Toft Jensen,Brusgårdvej 5 - 7700 Thisted,7700,Thisted,Interessentskab,351100 Produktion af elektricitet,,sinnetoft@gmail.com,Ja
38183257,2016-11-01,,Ceciliesminde I/S,"C/O Rikke & Claus Holm Frederiksen, C/O Rikke & Claus Holm Frederiksen - Skovbakkevej 50 - 8544 Mørke",8544,Mørke,Interessentskab,351100 Produktion af elektricitet,86997314,info@rcholm.dk,Ja
34510989,2012-04-01,,Lerchenborg Vindkraft M4 I/S,"C/O Christian Lerche-Lerchenborg, C/O Christian Lerche-Lerchenborg - Lerchenborg 3 - 4400 Kalundborg",4400,Kalundborg,Interessentskab,351100 Produktion af elektricitet,,cll@Lerchenborg.dk,Ja
29882746,2006-10-01,,Grensten mølle 2 I/S & Bibendum Vinklub I/S,Tangevej 37 - 6760 Ribe,6760,Ribe,Interessentskab,351100 Produktion af elektricitet,75410110,poulsen@kioribe.dk,Nej
35128018,2013-05-15,,Øster Linderup Vindmøllelaug I/S,Strømmen 6 - 9400 Nørresundby,9400,Nørresundby,Interessentskab,351100 Produktion af elektricitet,,Casper@JyskVindenergi.dk,Ja
31198844,2008-01-01,,Herbsleben I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
31402026,2008-04-01,,Jørgen og Bent Mark I/S,Gammel Møllevej 19 - Sindbjerg - 7970 Redsted M,7970,Redsted M,Interessentskab,351100 Produktion af elektricitet,97173718,,Nej
21804274,1999-04-08,,VISBJERG VINDMØLLELAUG I/S,"C/O Jan Møller, C/O Jan Møller - Rønnevej 3 - Bedsted - 6240 Løgumkloster",6240,Løgumkloster,Interessentskab,351100 Produktion af elektricitet,74777277,,Ja
32357431,2009-08-06,,VESTER BARDE VINDKRAFT I/S,"C/O Bjarne Nørgaard, C/O Bjarne Nørgaard - Kibækvej 10 - Fjelstervang - 6933 Kibæk",6933,Kibæk,Interessentskab,351100 Produktion af elektricitet,,bng@hflc.dk,Nej
26977800,2003-01-01,,Driftsselskabet Rønland Havvindmøllepark I/S,"C/O Knud Vrist, C/O Knud Vrist - Borgervænget 12 - 7673 Harboøre",7673,Harboøre,Interessentskab,351100 Produktion af elektricitet,,mkvrist@gmail.com,Nej
34924384,2012-11-19,,Nørhede - Hjortmose Vind 11 I/S,"C/O Skovgaard Invest ApS, C/O Skovgaard Invest ApS - Havnen 66 - 7620 Lemvig",7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,,,Nej
38768980,2017-07-01,,Kroghsminde Bioenergi I/S,Tarpvej 15 - 6870 Ølgod,6870,Ølgod,Interessentskab,351100 Produktion af elektricitet,75250280,kroghsminde@mail.dk,Nej
25900081,2001-01-01,,Grantoftegård Vindmøller I/S,Olstrupvej 23 - 4690 Haslev,4690,Haslev,Interessentskab,351100 Produktion af elektricitet,,godtfred@grantoftegaard.com,Ja
26896770,2002-10-31,,I/S Broløkke Vindkraft,"C/O Wenbo A/S, C/O Wenbo A/S - P Nørkjærs Plads 5 - 2. th - 9800 Hjørring",9800,Hjørring,Interessentskab,351100 Produktion af elektricitet,,gk@wenbo.dk,Ja
26919428,2002-10-01,,Tranekær Møllelaug I/S,"C/O Svend Christensen, C/O Svend Christensen - Rosenvænget 10 - 5900 Rudkøbing",5900,Rudkøbing,Interessentskab,351100 Produktion af elektricitet,,ellis.fauerholm@gmail.com,Ja
32185657,2009-07-01,,Øslevmøllen I/S,"C/O Green Wind Denmark ApS, C/O Green Wind Denmark ApS - Egå Havvej 21 - 8250 Egå",8250,Egå,Interessentskab,351100 Produktion af elektricitet,86226200,Torben.Post@greenwindgroup.dk,Ja
38246046,2016-09-12,,Lyngdrup Vindkraft I/S,"C/O GK Gruppen ApS, C/O GK Gruppen ApS - Skalhuse 5 - 9240 Nibe",9240,Nibe,Interessentskab,351100 Produktion af elektricitet,,gf@gkvind.dk,Ja
41630833,2020-08-27,,Tagmark 7 Møllelaug I/S,"C/O Per Rask, C/O Per Rask - Thorstedvej 139 - 7700 Thisted",7700,Thisted,Interessentskab,351100 Produktion af elektricitet,61777690,krogtoft1@hotmail.com,Ja
25578287,2000-01-01,,I/S Enggården,"C/O Peter Visted Mikkelsen, C/O Peter Visted Mikkelsen - Kløvervænget 4 - 8970 Havndal",8970,Havndal,Interessentskab,351100 Produktion af elektricitet,,,Nej
37637998,2016-04-01,,Game of Winds I/S,"C/O Bjarne madsen, C/O Bjarne madsen - Dovervej 6 - Dover - 7760 Hurup Thy",7760,Hurup Thy,Interessentskab,351100 Produktion af elektricitet,97959525,bjarnevestergaardmadsen@hotmail.com,Ja
26057671,2001-04-01,,Kulby I/S vindmølle 1 og 2 Flemming Kærsgaard Hansen,Bendslevvej 26 - Bendslev - 4250 Fuglebjerg,4250,Fuglebjerg,Interessentskab,351100 Produktion af elektricitet,,,Nej
26726344,2002-07-01,,I/S Møllerne Baunsgård v/Hans Jørgen Andersen og Steen Burgaard Andersen,Agerfeldvej 10 - 7550 Sørvad,7550,Sørvad,Interessentskab,351100 Produktion af elektricitet,97438173,,Nej
31324025,2008-01-01,,Stüdenitz Damsgaard I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
37322695,2015-12-01,,Trine og Esben vindmølle I/S,"C/O EK service, C/O EK service - Iruplundvej 6 - 7755 Bedsted Thy",7755,Bedsted Thy,Interessentskab,351100 Produktion af elektricitet,21299178,trine80@gmail.com,Nej
31198879,2008-01-01,,Burgerroth Møllelaug I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
21709980,1999-05-22,,RYNKEBYGÅRD MØLLELAUG I/S,"C/O Lene Thorup, C/O Lene Thorup - Lørupvej 19 - 5750 Ringe",5750,Ringe,Interessentskab,351100 Produktion af elektricitet,,,Nej
91787555,1985-10-01,,ÅLE VINDENERGI I/S,"C/O Jørgen Banke, C/O Jørgen Banke - Anemonevej 5B - 3390 Hundested",3390,Hundested,Interessentskab,351100 Produktion af elektricitet,,joergenbanke@gmail.com,Ja
30419960,2007-01-01,,Højris Møllelaug I/S,"C/O Skovgaard Invest ApS, C/O Skovgaard Invest ApS - Havnen 66 - 7620 Lemvig",7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,97836534,,Nej
82310754,1984-08-03,,JEBJERG MØLLELAUG I/S,"C/O Jens Ove Simonsen, C/O Jens Ove Simonsen - Åbredden 24 - 4. 4 - 7800 Skive",7800,Skive,Interessentskab,351100 Produktion af elektricitet,97574560,jensovesimonsen@fiberpost.dk,Nej
20371080,1997-10-01,,I/S VIND MØLLER,Baldersvej 8 - 8600 Silkeborg,8600,Silkeborg,Interessentskab,351100 Produktion af elektricitet,74834138,,Nej
34019452,2011-10-01,,Østkystvejen Vindkraft I/S,"C/O Anne Marie Gadensgaard, C/O Anne Marie Gadensgaard - Østkystvejen 4 - 9300 Sæby",9300,Sæby,Interessentskab,351100 Produktion af elektricitet,,,Nej
38279610,2016-12-22,,I/S Procura Vindmølle 1,"C/O Procura Administration A/S, C/O Procura Administration A/S - Slotsmarken 18 - 1. - 2970 Hørsholm",2970,Hørsholm,Interessentskab,351100 Produktion af elektricitet,,,Nej
34759235,2012-11-30,,Kikkenborg Vindkraft I/S,"C/O Lemvigegnens Landboforening, C/O Lemvigegnens Landboforening - Industrivej 53 - 7620 Lemvig",7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,96630582,pia@lemvig-landbo.dk,Ja
30939611,2007-12-01,,Hvidovre Vindmøllelaug I/S,"C/O EBO Consult A/S, C/O EBO Consult A/S - Blytækkerporten 2 - 2650 Hvidovre",2650,Hvidovre,Interessentskab,351100 Produktion af elektricitet,33362121,hvl2009@gmail.com,Ja
26405742,2001-10-01,,Tryggevælde Invest I I/S,Torsvej 159 - Nørlem - 7620 Lemvig,7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,21972715,ilclausen@privat.dk,Nej
32256600,2009-08-13,,Vonå Møllelaug I/S,Østergade 19 - 6960 Hvide Sande,6960,Hvide Sande,Interessentskab,351100 Produktion af elektricitet,,jesper-clausen@outlook.dk,Ja
35375481,2013-11-01,,HJ & CO ENERGY I/S,Nr Viumvej 50 - 6920 Videbæk,6920,Videbæk,Interessentskab,351100 Produktion af elektricitet,97175546,anderselkjaer@hotmail.com,Nej
41941618,2021-01-06,,KL-Wind I/S,"C/O Line Kold, C/O Line Kold - Ka Fiilsvej 5 - 8981 Spentrup",8981,Spentrup,Interessentskab,351100 Produktion af elektricitet,31239732,Simonlaursen92@hotmail.com,Ja
20354534,1997-10-01,,MIDDELGRUNDENS VINDMØLLELAUG I/S,"C/O Alfred Christensen, C/O Alfred Christensen - Mælkevejen 77 - 1440 København K",1440,København K,Interessentskab,351100 Produktion af elektricitet,41418192,bh@regnskabost.dk,Ja
35166688,2013-04-01,,Nørhede-Hjortmose Vindkraft I/S,"C/O Momentum Gruppen A/S, C/O Momentum Gruppen A/S - Københavnsvej 81 - 4000 Roskilde",4000,Roskilde,Interessentskab,351100 Produktion af elektricitet,,lilian@momentum-gruppen.com,Ja
26374790,2001-11-01,,Stensgaard Vindmølle I/S v/R Nymann & I Nymann,Stensgaard Allé 4 - 4912 Harpelunde,4912,Harpelunde,Interessentskab,351100 Produktion af elektricitet,20937020,ra@stensgaard.info,Ja
31227569,2008-01-01,,Brdr. Galsgaard I/S,Klostermøllevej 38 - 7770 Vestervig,7770,Vestervig,Interessentskab,351100 Produktion af elektricitet,24247438,hhgalsgaard@gmail.dk,Ja
36659432,2015-06-01,,Østkystvejen Vindkraft 2 I/S,Østkystvejen 4 - 9300 Sæby,9300,Sæby,Interessentskab,351100 Produktion af elektricitet,,jpgkk@mail.dk,Ja
42838985,2021-11-16,,Skovengen Solcellelaug I/S,"C/O Ulrik Lunden, C/O Ulrik Lunden - Sæbyvej 81 - 9340 Asaa",9340,Asaa,Interessentskab,351100 Produktion af elektricitet,,,Ja
31230020,2007-01-19,,Elsterheide 11 I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
34321655,2012-08-01,,Haidberg 2 I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,info@ewe.dk,Ja
36177802,2014-10-01,,Allestrupgård M4 Erhverv I/S,"C/O Anders Christian Wegger, C/O Anders Christian Wegger - Mariagervej 350 - 8981 Spentrup",8981,Spentrup,Interessentskab,351100 Produktion af elektricitet,,ebh@olv.dk,Ja
38883747,2017-08-02,,Skovengen Vindmøllelaug I/S,"C/O Ulrik Lunden, C/O Ulrik Lunden - Sæbyvej 81 - 9340 Asaa",9340,Asaa,Interessentskab,351100 Produktion af elektricitet,96630541,lbr@fjordland.dk,Ja
44466902,2023-12-01,,Himmerlander WT I/S,Gl. Ørndrupvej 2 - 9640 Farsø,9640,Farsø,Interessentskab,351100 Produktion af elektricitet,,finn.hovgaard@herlufsminde.dk,Ja
30940776,2006-12-30,,Biegen 2 I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,96207040,,Ja
21140937,1998-10-01,,Morsbøl Vindmøllelaug I/S,"C/O Erling Salling Olesen, C/O Erling Salling Olesen - Helga Pedersens Gade 13 - 7. 1 - 8000 Aarhus C",8000,Aarhus C,Interessentskab,351100 Produktion af elektricitet,20800207,erling@ecowatt.dk,Nej
34756031,2012-12-06,,Lindum Vindkraft I/S,"C/O Rev.firma Ole Vestergaard, C/O Rev.firma Ole Vestergaard - Bakkevænget 16 - 8990 Fårup",8990,Fårup,Interessentskab,351100 Produktion af elektricitet,87828900,ebh@olv.dk,Nej
44505371,2024-01-01,,Brokhøjgård I/S,"C/O Peter Andersen, C/O Peter Andersen - Brokhøjvej 14 - 8400 Ebeltoft",8400,Ebeltoft,Interessentskab,351100 Produktion af elektricitet,25834999,stine.andersen@kpmg-law.com,Ja
36127678,2014-11-01,,Holmgård Vind I/S,"C/O John Sørensen, C/O John Sørensen - Holmgårdvej 1 - 7760 Hurup Thy",7760,Hurup Thy,Interessentskab,351100 Produktion af elektricitet,21963127,signeshus@youmail.dk,Ja
38464299,2017-03-01,,Thyholm Vindmøllelaug I/S,Kalkværksvej 7 - 7790 Thyholm,7790,Thyholm,Interessentskab,351100 Produktion af elektricitet,,hans@insign.com,Ja
12262906,1988-02-06,,I/S AVERNAKØ VINDMØLLELAUG AF 1988,"C/O Flemming Christensen, C/O Flemming Christensen - Skallevej 18 - 5602 Avernakø",5602,Avernakø,Interessentskab,351100 Produktion af elektricitet,42606542,tove-hans@hotmail.com,Ja
18026082,1994-09-15,,TORSHØJ MØLLELAUG I/S,"C/O Henrik Kappelgaard Krog, C/O Henrik Kappelgaard Krog - Tordenhøjsvej 13 - Skallerup - 7950 Erslev",7950,Erslev,Interessentskab,351100 Produktion af elektricitet,,,Nej
26057493,2001-04-01,,Havndal Vindmølle I/S,"C/O Ivan Høgh, C/O Ivan Høgh - Sennels Hede 10 - 7700 Thisted",7700,Thisted,Interessentskab,351100 Produktion af elektricitet,,,Nej
36671599,2015-07-01,,Skræddergaard Vindkraft I/S,"C/O Skovgaard Invest ApS, C/O Skovgaard Invest ApS - Havnen 66 - 7620 Lemvig",7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,96635151,amh@olv.dk,Ja
35819088,2014-02-20,,PRØVESTENENS VINDMØLLELAUG I/S,"C/O Momentum Gruppen A/S, C/O Momentum Gruppen A/S - Københavnsvej 81 - 4000 Roskilde",4000,Roskilde,Interessentskab,351100 Produktion af elektricitet,46337044,,Ja
43059033,2022-02-15,,Thyborøn Sydhavns Møllelaug II I/S,"C/O Jens Jørgen Birch, C/O Jens Jørgen Birch - Rugvænget 3 - 7673 Harboøre",7673,Harboøre,Interessentskab,351100 Produktion af elektricitet,20532811,birchjj@post.tele.dk,Nej
26858399,2002-10-01,,I/S Gisselbæk 2 v/Flemming Frank,Gudnæsvej 20 - 7755 Bedsted Thy,7755,Bedsted Thy,Interessentskab,351100 Produktion af elektricitet,97946137,,Nej
34787549,2013-01-03,,Krusbjerg Vindkraft I/S,"C/O Kasper Holgersen, C/O Kasper Holgersen - Keldsgårdvej 4 - Linå - 7451 Sunds",7451,Sunds,Interessentskab,351100 Produktion af elektricitet,,,Nej
44588048,2023-11-30,,I/S Vindmøllen Askildrupvej 7,"C/O Bente Skaarup, C/O Bente Skaarup - Kronen 17 - 9260 Gistrup",9260,Gistrup,Interessentskab,351100 Produktion af elektricitet,24850263,bmskaarup@outlook.dk,Ja
39185962,2017-12-21,,Holmen II Vindkraft I/S,Gyngemose Parkvej 50 - 2860 Søborg,2860,Søborg,Interessentskab,351100 Produktion af elektricitet,,,Ja
35906584,2014-06-27,,Volder Mark Vindkraft I/S,"C/O Skovgaard Invest ApS, C/O Skovgaard Invest ApS - Havnen 66 - 7620 Lemvig",7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,,jjbirch@skovgaardinvest.dk,Ja
35575952,2014-01-13,,Nørregård møllelaug I/S,"C/O John Storm Poulsen, C/O John Storm Poulsen - Nørregårdsvej 8 - 5892 Gudbjerg Sydfyn",5892,Gudbjerg Sydfyn,Interessentskab,351100 Produktion af elektricitet,,jacobfriis@fynsenergigruppe.dk,Ja
26914043,2003-01-01,,Sydvestsjællands Vindmølle SSV 2,Søbakkevej 41 - Slukefter - 5210 Odense NV,5210,Odense NV,Interessentskab,351100 Produktion af elektricitet,,,Nej
41285443,2020-04-03,,Trekantens Energi I/S,"C/O Niels Dideriksen, C/O Niels Dideriksen - Stadsbjergvej 11 - 7600 Struer",7600,Struer,Interessentskab,351100 Produktion af elektricitet,23742487,lillemunksgaard@gmail.com,Ja
18419645,1995-03-01,,BAVNEHØJ MØLLEN V/LINDA OG CLAUS RYSGAARD,Korshøjvej 5 - Skjoldborg - 7700 Thisted,7700,Thisted,Interessentskab,351100 Produktion af elektricitet,97931693,,Nej
38972286,2017-09-22,,Hanstholm Havn Vindkraft I/S,Bakkevænget 16 - 8990 Fårup,8990,Fårup,Interessentskab,351100 Produktion af elektricitet,,mlt@olv.dk,Ja
38857533,2018-07-10,,Rødby Fjord III Vindmøllelaug I/S,"C/O Lemvigegnens Landboforening, C/O Lemvigegnens Landboforening - Industrivej 53 - 7620 Lemvig",7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,96630541,lb@lemvig-landbo.dk,Ja
20673400,2014-10-01,,TEBBESTRUP MØLLELAUG I/S,"C/O Asbjørn Thue Jensen, C/O Asbjørn Thue Jensen - Villungsvej 5 - 8870 Langå",8870,Langå,Interessentskab,351100 Produktion af elektricitet,41603650,asbjoern@fibermail.dk,Nej
